,MarketName,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,Longitude,Latitude,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime,Region,Median Age,Population,Poverty Count,Household Income,Per Capita Income,Yelp Results,Yelp Price,Yelp Rating
2335,33rd and Diamond Farmers' Market,Philadelphia,Philadelphia,Pennsylvania,19121,06/01/2015 to 11/01/2015,Thu: 2:00 PM-6:00 PM;,,,,,,,-75.187167,39.988802,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 2:28:01 PM,Northeast,25.8,33543.0,17253.0,16105.0,11873.0,,,
2336,4th and Lehigh Farmers' Market,Philadelphia,Philadelphia,Pennsylvania,19133,06/01/2015 to 11/22/2015,Tue: 1:00 PM-5:00 PM;,,,,,,,-75.138654,39.991748,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 3:11:40 PM,Northeast,28.6,25881.0,14634.0,14185.0,8811.0,,,
2337,52nd and Haverford Farmers' Market,Philadelphia,Philadelphia,Pennsylvania,19139,06/01/2015 to 11/15/2015,Wed: 1:00 PM-5:00 PM;,,,,,,,-75.224492,39.965054,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 2:38:14 PM,Northeast,32.1,43181.0,15780.0,24627.0,14663.0,,,
2338,58th and Chester Farmers' Market,Philadelphia,Philadelphia,Pennsylvania,19143,06/01/2015 to 11/01/2015,Wed: 2:00 PM-6:00 PM;,,,,,,,-75.228303,39.935721,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 2:35:04 PM,Northeast,33.4,66372.0,19664.0,30995.0,18891.0,,,
2339,Abington Farmers Market,Clarks Summit,Lackawanna,Pennsylvania,18411,,,,,,,,,-75.7746,41.425,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Northeast,43.8,22163.0,753.0,70405.0,39090.0,,,
2340,ABV Farm Market,Mount Bethe,,Pennsylvania,18343,,,,,,,,,-75.0998,40.8743,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,Northeast,47.9,3773.0,140.0,62420.0,33797.0,,,
2341,Adams County Farmers' Market Association (PA),Gettysburg,Adams,Pennsylvania,17325,05/19/2016,Thu: 2:00 PM-6:00 PM;,,,,,,,-77.23076400000002,39.830706,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,6/27/2016 4:23:25 PM,Northeast,41.5,28479.0,3180.0,59529.0,28096.0,,,
2342,Adams County Farmers' Market Association (PA),Gettysburg borough,Adams,Pennsylvania,17325,,Thu: 2:00 PM-6:00 PM;Sat: 8:00 AM-1:00 PM;,,,,,,,-77.22934000000002,39.834024,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,4/25/2017 3:03:14 PM,Northeast,41.5,28479.0,3180.0,59529.0,28096.0,,,
2343,Allentown Farigrounds Farmers Market,Allentown,Lehigh,Pennsylvania,18104,,,,,,,,,-75.4942,40.6008,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Northeast,43.8,43409.0,2421.0,67929.0,34072.0,,,
2344,Allentown Turnpike Plaza Farmers Market,Allentown,Lehigh,Pennsylvania,18104,,,,,,,,,-79.7254,40.6218,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Northeast,43.8,43409.0,2421.0,67929.0,34072.0,,,
2345,Altoona Farmers Market,Altoona,Blair,Pennsylvania,16601,,,,,,,,,-78.2462,40.6787,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Northeast,38.2,33742.0,6722.0,38121.0,20887.0,,,
2346,Ambridge Farmers Market,Ambridge,Beaver,Pennsylvania,15003,,,,,,,,,-80.225,40.5819,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Northeast,42.5,11613.0,2624.0,35798.0,21937.0,,,
2347,Anselma Farmers' and Artisans' Market,Chester Springs,Chester,Pennsylvania,19425,May to August,Wed:2:00 PM - 6:00 PM;,,,,,,,-75.641899,40.079648,Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/17/2012 3:34:06 PM,Northeast,38.7,14067.0,168.0,150192.0,57231.0,,,
2348,Artisan Exchange West Chester,West Chester,Chester,Pennsylvania,19382,01/01/2014 to 12/31/2014,Sat: 10:00 AM-2:00 PM;,01/01/2015 to 12/31/2015,Sat: 10:00 AM-2:00 PM;,,,,,-75.587797,39.948293,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,9/6/2014 5:06:02 AM,Northeast,37.6,53404.0,5352.0,90873.0,44086.0,,,
2349,Back Mountain Farmers Market,Dallas,Luzerne,Pennsylvania,18612,,,,,,,,,-75.96300000000002,41.3327,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Northeast,42.9,17393.0,1209.0,61291.0,29950.0,,,
2350,BALD EAGLE VALLEY METHODIST CHURCH,Runville,Centre County,Pennsylvania,16823,,,,,,,,,-77.839,40.963,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,Northeast,41.2,26987.0,2640.0,52517.0,26140.0,,,
2351,Beaver County Fruit Company I,Beaver,Beaver,Pennsylvania,15009,,,,,,,,,-80.3239,40.7199,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Northeast,47.9,15236.0,699.0,54833.0,30290.0,,,
2352,Beaver Falls Farmers Market,Beaver Falls,Beaver,Pennsylvania,15010,,,,,,,,,-80.3207,40.7596,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Northeast,42.2,28115.0,3695.0,47993.0,26218.0,,,
2353,Bellefonte FM,Bellefonte,Centre County,Pennsylvania,16823,,,,,,,,,-77.778,40.9122,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,Northeast,41.2,26987.0,2640.0,52517.0,26140.0,,,
2354,Belleville Farmers' Market & Livestock,Belleville,Mifflin,Pennsylvania,17004,,,,,,,,,-77.7229,40.6046,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Northeast,32.1,5225.0,1053.0,38328.0,17901.0,"{'id': 'EuSOtzunT3GcjimuEp371g', 'alias': 'belleville-livestock-market-belleville-2', 'name': 'Belleville Livestock Market', 'image_url': 'https://s3-media1.fl.yelpcdn.com/bphoto/PPpByLKEc_PIfqOIW37UEQ/o.jpg', 'is_closed': False, 'url': 'https://www.yelp.com/biz/belleville-livestock-market-belleville-2?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 5, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 4.0, 'coordinates': {'latitude': 40.603828, 'longitude': -77.721049}, 'transactions': [], 'location': {'address1': '26 Sale Barn Ln', 'address2': '', 'address3': '', 'city': 'Belleville', 'zip_code': '17004', 'country': 'US', 'state': 'PA', 'display_address': ['26 Sale Barn Ln', 'Belleville, PA 17004']}, 'phone': '+17179352146', 'display_phone': '(717) 935-2146', 'distance': 178.29058070076854}",,4.0
2355,Bethlehem Farmers' Market,Bethlehem,Lehigh,Pennsylvania,18015,05/05/2016 to 10/27/2016,Thu: 11:00 AM-3:00 PM;,,,,,,,-75.37840290000003,40.6098058,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,7/12/2016 2:16:56 PM,Northeast,30.9,31728.0,6713.0,44933.0,22662.0,"{'id': 'vEB73_yMWszswZBD9tBmEA', 'alias': 'bethlehem-farmers-market-bethlehem', 'name': 'Bethlehem Farmers Market', 'image_url': 'https://s3-media2.fl.yelpcdn.com/bphoto/iNC7qeRDHlbcRH-pYKLMLg/o.jpg', 'is_closed': False, 'url': 'https://www.yelp.com/biz/bethlehem-farmers-market-bethlehem?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 2, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 3.5, 'coordinates': {'latitude': 40.6097491, 'longitude': -75.3798715}, 'transactions': [], 'location': {'address1': 'New Morton St', 'address2': '', 'address3': '', 'city': 'Bethlehem', 'zip_code': '18015', 'country': 'US', 'state': 'PA', 'display_address': ['New Morton St', 'Bethlehem, PA 18015']}, 'phone': '+16107584652', 'display_phone': '(610) 758-4652', 'distance': 124.13160498582268}",,3.5
2356,Bird-in-Hand Farmers Market,Bird-in-Hand,Lancaster,Pennsylvania,17505,,,,,,,,,-76.0308,40.1067,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Northeast,23.6,2216.0,424.0,69821.0,21594.0,NOT EQUAL,$$,4.0
2357,Bloomfield Saturday Market,Pittsburgh,Allegheny,Pennsylvania,15224,06/04/2016 to 11/05/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-79.944435,40.459005,Y,N,N,Y,Y,-,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,3/25/2016 1:55:13 PM,Northeast,33.7,10148.0,2278.0,38058.0,24708.0,"{'id': 'g2gd3IykjgGFjrT9NJwbpA', 'alias': 'bloomfield-saturday-market-pittsburgh', 'name': 'Bloomfield Saturday Market', 'image_url': 'https://s3-media1.fl.yelpcdn.com/bphoto/TT4CHFyeZfVzsK1ZXBX4qg/o.jpg', 'is_closed': False, 'url': 'https://www.yelp.com/biz/bloomfield-saturday-market-pittsburgh?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 10, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 4.5, 'coordinates': {'latitude': 40.4589996, 'longitude': -79.9443588}, 'transactions': [], 'price': '$$', 'location': {'address1': '5050 Liberty Ave', 'address2': '', 'address3': '', 'city': 'Pittsburgh', 'zip_code': '15224', 'country': 'US', 'state': 'PA', 'display_address': ['5050 Liberty Ave', 'Pittsburgh, PA 15224']}, 'phone': '+14126818800', 'display_phone': '(412) 681-8800', 'distance': 17.540791195462184}",$$,4.5
2358,Bloomsburg Farmers Market,Bloomsburg,Columbia,Pennsylvania,17815,05/28/2016 to 10/29/2016,Tue: 7:00 AM-1:00 PM;Thu: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,,,,,,,-76.457784,41.00246,Y,Y,N,Y,N,-,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,6/27/2016 1:24:33 PM,Northeast,32.1,31207.0,6198.0,44521.0,23296.0,,,
2359,Boalsburg Farmers Market,Boalsburg,Centre,Pennsylvania,16827,01/01/2016 to 12/31/2016,Tue: 2:00 PM-6:00 PM;,,,,,,,-77.797107,40.780354,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,6/27/2016 3:16:49 PM,Northeast,37.1,4091.0,473.0,67241.0,35113.0,"{'id': 'sj3qr6SQxlBf5XdBPwh2Pw', 'alias': 'boalsburg-farmers-market-boalsburg', 'name': 'Boalsburg Farmers Market', 'image_url': 'https://s3-media2.fl.yelpcdn.com/bphoto/UWKuK-H1qFvY5YaEWiDvOg/o.jpg', 'is_closed': False, 'url': 'https://www.yelp.com/biz/boalsburg-farmers-market-boalsburg?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 3, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 5.0, 'coordinates': {'latitude': 40.7803990674411, 'longitude': -77.7928401090547}, 'transactions': [], 'price': '$', 'location': {'address1': 'Old Boalsburg Rd', 'address2': '', 'address3': '', 'city': 'Boalsburg', 'zip_code': '16827', 'country': 'US', 'state': 'PA', 'display_address': ['Old Boalsburg Rd', 'Boalsburg, PA 16827']}, 'phone': '+18143550215', 'display_phone': '(814) 355-0215', 'distance': 359.3020284242405}",$,5.0
2360,Boro Farmers Market,Endinboro,Crawford,Pennsylvania,16412,,,,,,,,,-80.1507,41.8923,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Northeast,32.9,10856.0,1909.0,44171.0,25064.0,,,
2361,Bridgeville Farmers Market,Bridgeville,Allegheny,Pennsylvania,15017,06/16/2015 to 10/06/2015,Tue: 4:00 PM-6:30 PM;,,,,,,,-80.11089820000002,40.36146779999999,Y,N,N,N,N,-,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,6/16/2015 8:27:50 AM,Northeast,41.9,15518.0,614.0,59715.0,38217.0,,,
2362,Broad and Mt. Vernon ,Philadelphia,Philadelphia,Pennsylvania,19130,,,,,,,,,-75.16105300000002,39.96404,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/24/2014 11:06:12 AM,Northeast,32.6,25731.0,4457.0,62721.0,46026.0,,,
2363,Broad and Snyder Farmers' Market,Philadelphia,Philadelphia,Pennsylvania,19148,06/01/2015 to 11/15/2015,Tue: 2:00 PM-7:00 PM;,,,,,,,-75.169505,39.924274,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 2:42:53 PM,Northeast,36.2,51455.0,11323.0,39413.0,21209.0,"{'id': '4Fq3kXnrb7PhxFeRhNTauw', 'alias': 'broad-and-snyder-farmers-market-philadelphia', 'name': ""Broad and Snyder Farmer's Market"", 'image_url': 'https://s3-media2.fl.yelpcdn.com/bphoto/7zsy451WFK_Gx48XfXC3Yg/o.jpg', 'is_closed': True, 'url': 'https://www.yelp.com/biz/broad-and-snyder-farmers-market-philadelphia?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 3, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 3.5, 'coordinates': {'latitude': 39.9244, 'longitude': -75.16967}, 'transactions': [], 'price': '$$', 'location': {'address1': 'Corner Of Broad St And Snyder Ave', 'address2': '', 'address3': '', 'city': 'Philadelphia', 'zip_code': '19148', 'country': 'US', 'state': 'PA', 'display_address': ['Corner Of Broad St And Snyder Ave', 'Philadelphia, PA 19148']}, 'phone': '', 'display_phone': '', 'distance': 15.799082047017626}",$$,3.5
2364,Broad and South,Philadelphia,Philadelphia,Pennsylvania,19103,06/01/2015 to 11/01/2015,Wed: 2:00 PM-7:00 PM;,,,,,,,-75.165366,39.943649,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 1:33:13 PM,Northeast,34.1,22427.0,3477.0,63709.0,68578.0,,,
2365,Brownsville Farmers Market,Brownsville,Fayette,Pennsylvania,15417,,,,,,,,,-79.88809300000001,40.02137000000001,N,Y,N,N,N,-,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,4/1/2013 4:15:00 PM,Northeast,44.2,8798.0,1981.0,38278.0,21325.0,,,
2366,Bryn Mawr Farmers' Market,Bryn Mawr ,Montgomery,Pennsylvania,19096,01/01/2016 to 12/31/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-75.317081,40.021098,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,6/29/2016 12:52:13 PM,Northeast,45.5,13967.0,485.0,111563.0,66800.0,"{'id': 'rrH5z02NGj20suu_WnG0IA', 'alias': 'bryn-mawr-farmers-market-bryn-mawr', 'name': 'Bryn Mawr Farmers Market', 'image_url': 'https://s3-media3.fl.yelpcdn.com/bphoto/r1LdOvX0W8doGQQSNUCCLg/o.jpg', 'is_closed': False, 'url': 'https://www.yelp.com/biz/bryn-mawr-farmers-market-bryn-mawr?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 8, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 4.0, 'coordinates': {'latitude': 40.0206364, 'longitude': -75.3165789}, 'transactions': [], 'price': '$$', 'location': {'address1': 'Lancaster Ave & Morris Ave', 'address2': '', 'address3': '', 'city': 'Bryn Mawr', 'zip_code': '19010', 'country': 'US', 'state': 'PA', 'display_address': ['Lancaster Ave & Morris Ave', 'Bryn Mawr, PA 19010']}, 'phone': '+12157339599', 'display_phone': '(215) 733-9599', 'distance': 66.80254642368381}",$$,4.0
2367,Carbondale Farmers Market,Carbondale,Lackawanna,Pennsylvania,18407,June to October,Tue:11:00 AM - 6:00 PM;Thu:11:00 AM - 6:00 PM;,,,,,,,-75.502489,41.572266,Y,Y,Y,Y,Y,-,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/15/2012 4:40:08 PM,Northeast,43.1,13779.0,2490.0,37065.0,21727.0,,,
2368,Carlisle Farmers Market,Carlisle,Cumberland,Pennsylvania,17013,,,,,,,,,-77.1665,40.1944,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Northeast,38.1,34398.0,3703.0,51262.0,27329.0,,,
2369,Carrick Citparks Farmers Market,Pittsburg,Allegheny,Pennsylvania,15210,,,,,,,,,-79.987,40.3918,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Northeast,34.6,27573.0,7468.0,31880.0,18348.0,,,
2370,Carrick Citparks Farmers Market,Pittsburgh ,Allegheny,Pennsylvania,15210,06/22/2017 to 09/14/2017,Wed: 3:00 PM-7:00 PM;,,,,,,,-79.988803,40.400201,Y,Y,N,Y,Y,-,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,4/24/2017 11:57:19 AM,Northeast,34.6,27573.0,7468.0,31880.0,18348.0,,,
2371,Cecil B. Moore Farmers' Market,Philadelphia,Philadelphia,Pennsylvania,19122,06/01/2015 to 11/15/2015,Thu: 2:00 PM-6:00 PM;,,,,,,,-75.15670899999998,39.978617,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 2:52:39 PM,Northeast,25.7,19784.0,6690.0,23509.0,13115.0,,,
2372,Central Market York,York ,York,Pennsylvania,17401,01/01/2014 to 12/31/2014,Tue: 6:00 AM-2:00 PM;Thu: 6:00 AM-2:00 PM;Sat: 6:00 AM-2:00 PM;,,,,,,,-76.7295447,39.9635144,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,8/5/2014 10:06:55 AM,Northeast,28.8,17561.0,7573.0,27050.0,12698.0,,,
2373,Charleroi Farmers Market,Charleroi,Washington,Pennsylvania,15022,,,,,,,,,-79.9065,40.1504,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Northeast,43.7,10181.0,1832.0,40956.0,22045.0,,,
2374,Chestnut Hill Farmers' Market,Philadelphia ,Philadelphia,Pennsylvania,19118,01/01/2016 to 12/31/2016,Sat: 9:30 AM-1:30 PM;,,,,,,,-75.196974,40.06756,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,N,N,6/29/2016 12:33:46 PM,Northeast,41.8,9626.0,542.0,77271.0,61192.0,,,
2375,Chew and E. Pleasant Farmers' Market,Philadelphia,Philadelphia,Pennsylvania,19119,06/01/2015 to 11/15/2015,Wed: 2:00 PM-6:00 PM;,,,,,,,-75.183116,40.056999999999995,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 2:41:43 PM,Northeast,42.0,29017.0,3938.0,58378.0,35681.0,,,
2376,Chippewa Farmers' Market ,Beaver Falls,,Pennsylvania,15010,,,,,,,,,-80.369,40.7704,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,Northeast,42.2,28115.0,3695.0,47993.0,26218.0,,,
2377,Church Run Farmers Market,Titusville,Crawford,Pennsylvania,16354,,,,,,,,,-79.6584,41.6528,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Northeast,42.1,11261.0,2312.0,37837.0,19611.0,,,
2378,Clarion County Farmers Market,Clarion,Clarion,Pennsylvania,16214,,,,,,,,,-79.3861,41.2146,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Northeast,23.9,9584.0,2729.0,32857.0,20316.0,,,
2379,Clark Park Farmers' Market,Philadelphia,Philadelphia,Pennsylvania,19104,01/01/2015 to 12/31/2015,Thu: 3:00 PM-7:00 PM;Sun: 10:00 AM-2:00 PM;,,,,,,,-75.209377,39.949309,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 2:51:17 PM,Northeast,22.3,52800.0,20961.0,19236.0,11836.0,"{'id': 'U9gATBSpddPuqZdfhYOaUQ', 'alias': 'clark-park-farmers-market-philadelphia', 'name': ""Clark Park Farmers' Market"", 'image_url': 'https://s3-media3.fl.yelpcdn.com/bphoto/W9RWb25wXRSiIHe7pfrCSw/o.jpg', 'is_closed': False, 'url': 'https://www.yelp.com/biz/clark-park-farmers-market-philadelphia?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 47, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 4.0, 'coordinates': {'latitude': 39.9490625201548, 'longitude': -75.2094411849976}, 'transactions': [], 'price': '$', 'location': {'address1': 'Clark Park', 'address2': '', 'address3': '43rd St', 'city': 'Philadelphia', 'zip_code': '19143', 'country': 'US', 'state': 'PA', 'display_address': ['Clark Park', '43rd St', 'Philadelphia, PA 19143']}, 'phone': '', 'display_phone': '', 'distance': 27.948069826958182}",$,4.0
2380,Claysburg Farmers Market ,Claysburg,,Pennsylvania,16625,,,,,,,,,-78.5253,40.0943,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,Northeast,38.5,4007.0,749.0,37314.0,19971.0,,,
2381,Clearfield County Farmers Market,Clearfied,Clearfield,Pennsylvania,16830,,,,,,,,,-78.4434,41.0221,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Northeast,41.9,14134.0,2008.0,36713.0,22779.0,,,
2382,Cliveden Park Farmers' Market,Philadelphia,Philadelphia,Pennsylvania,19140,,,,,,,,,-75.134088,40.0075074,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/24/2014 10:52:56 AM,Northeast,32.6,53778.0,22942.0,22654.0,12868.0,,,
2383,Common Ground Marketplace,Philadelphia,Philadelphia,Pennsylvania,19130,05/17/2015 to 11/29/2015,Sun: 12:00 PM-4:00 PM;,,,,,,,-75.160824,39.964153,Y,Y,N,Y,Y,-,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 3:08:08 PM,Northeast,32.6,25731.0,4457.0,62721.0,46026.0,,,
2384,Connellsville Farmers Market,Connellsville,Fayette,Pennsylvania,15425,,,,,,,,,-79.594359,40.017394,N,Y,N,N,N,-,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,4/1/2013 4:30:31 PM,Northeast,42.3,19505.0,3794.0,38381.0,20257.0,,,
