,MarketName,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,Longitude,Latitude,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime,Region
3479,SOUTH WHIDBEY TILTH FARMERS' MARKET,Langley ,Island,Washington,98260,05/01/2016 to 10/16/2016,Sun: 11:00 AM-2:00 PM;,,,,,,,-122.47448100000001,48.009171,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,6/30/2016 4:04:12 PM,Northwest
3480,Spokane Farmers' Market,Spokane ,Spokane,Washington,99204,05/13/2017 to 10/28/2017,Wed: 8:00 AM-1:00 PM;Sat: 8:00 AM-1:00 PM;,,,,,,,-117.41270300000001,47.651776,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,7/7/2017 3:21:41 PM,Northwest
3481,Steilacoom Farmers' Market,Steilacoom,Pierce,Washington,98388,,Wed: 3:00 PM-7:00 PM;,,,,,,,-122.59848819999999,47.1727753,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,6/30/2016 4:09:04 PM,Northwest
3482,Stevenson Farmers' Market,stevenson,Skamania,Washington,98648,06/18/2016 to 10/08/2016,Sat: 10:00 AM-1:00 PM;,,,,,,,-121.88320800000001,45.693968,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,5/21/2016 2:12:14 PM,Northwest
3483,Suquamish Farmers Market,Poulsbo,Kitsap,Washington,98370,05/04/2016 to 10/12/2016,Wed: 3:00 PM-7:00 PM;,,,,,,,-122.584276,47.708096999999995,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,7/12/2016 1:02:34 PM,Northwest
3484,Tacoma Farmers Markets,Tacoma,Pierce,Washington,98409,04/07/2013 to 09/29/2013,Sun: 11:00 AM-3:00 PM;,,,,,,,-122.48875100000001,47.198639,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/14/2013 3:49:13 PM,Northwest
3485,Tacoma Farmers Markets -  Broadway,Tacoma,Pierce,Washington,98409,,,,,,,,,-122.485,47.2061,N,Y,Y,Y,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2/22/2012 3:39:20 PM,Northwest
3486,Tacoma Farmers Markets - 6th Avenue,Tacoma,Pierce,Washington,98406,May to September,Tue:3:00 pm - 7:00 pm;,,,,,,,-122.103,47.0233,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,2/22/2012 3:39:20 PM,Northwest
3487,Tacoma Farmers Markets - South Tacoma,Tacoma,Pierce,Washington,98402,May to October,Thu:10:30 am - 4:00 pm;,,,,,,,-122.441,47.2547,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,2/22/2012 3:39:20 PM,Northwest
3488,TENINO FARMERS MARKET,Tenino ,Thurston,Washington,98589,05/05/2018 to 09/29/2018,Sat: 10:00 AM-3:00 PM;,,,,,,,-122.8527098,46.857223100000006,Y,Y,Y,Y,Y,-,Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,2/22/2018 12:05:05 PM,Northwest
3489,The NW Regional Food Hub / ShopTheNorthwest.com,Richland,Benton,Washington,99352,January to December,Wed:9:00 AM - 5:00 PM;Thu:9:00 AM - 5:00 PM;Fri:9:00 AM - 5:00 PM;Sat:9:00 AM - 5:00 PM;sun:2:00 PM - 4:00 PM;,,,,,,,-119.28070100000001,46.274121,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,4/30/2012 12:18:08 PM,Northwest
3490,Tonasket Farmers Market ,Tonasket,,Washington,98855,,,,,,,,,-119.436,48.7106,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,Northwest
3491,Tumwater Town Center Farmers Market,Tumwater,Thurston,Washington,98512,05/04/2016 to 09/28/2016,Wed: 10:00 AM-2:00 PM;,,,,,,,-122.907776,46.985164000000005,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,Y,N,6/27/2016 10:27:52 PM,Northwest
3492,University District Farmers Market,Seattle,King,Washington,98105,01/02/2016 to 12/31/2016,Sat: 9:00 AM-2:00 PM;,,,,,,,-122.313033,47.665626,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,N,N,Y,7/12/2016 6:52:32 PM,Northwest
3493,Urban Growers Market,Vancouver,Clark,Washington,98660,06/14/2013 to 09/27/2013,Fri: 4:00 PM-8:00 PM;,,,,,,,-122.6714,45.6385,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/10/2013 2:33:11 PM,Northwest
3494,Vancouver Farmers Market,Vancouver,Clark,Washington,98660,03/15/2014 to 10/26/2014,Sat: 9:00 AM-3:00 PM;Sun: 10:00 AM-3:00 PM;,,,,,,,-122.67605,45.62608,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,3/20/2014 7:15:57 PM,Northwest
3495,Vashon Farmers Market - Saturday,Vashon,King,Washington,98070,04/02/2016 to 12/10/2016,Sat: 10:00 AM-2:00 PM;,,,,,,,-122.460747,47.447834,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,7/7/2016 4:18:27 PM,Northwest
3496,Vashon Farmers Market - Wednesday,Vashon,King,Washington,98070,06/01/2016 to 09/07/2016,Wed: 3:00 PM-6:00 PM;,,,,,,,-122.46066100000002,47.447823,Y,Y,N,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/7/2016 4:22:53 PM,Northwest
3497,Wallingford Farmers Market,Seattle,King,Washington,98103,05/27/2015 to 09/30/2015,Wed: 3:30 PM-7:00 PM;,,,,,,,-122.333175,47.663876,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,N,N,N,7/10/2015 5:06:20 PM,Northwest
3498,Waterfront Farmers Market of Gig Harbor,Gig Harbor ,Pierce,Washington,98335,06/01/2017 to 08/31/2017,Thu: 3:00 PM-7:00 PM;,,,,,,,-122.581787,47.330624,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,7/5/2017 5:59:33 PM,Northwest
3499,Wenatchee Valley Farmers Market,Wenatchee,Chelan,Washington,98801,05/09/2015 to 12/19/2015,Wed: 3:00 PM-7:00 PM;Sat: 8:00 AM-1:00 PM;,,,,,,,-120.3078625,47.424963299999995,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,6/28/2016 1:58:08 PM,Northwest
3500,West Olympia Farmers' Market,Olympia,Thurston,Washington,98502,05/10/2016 to 10/15/2016,Tue: 4:00 PM-7:00 PM;Sat: 11:00 AM-2:00 PM;,,,,,,,-122.9254883,47.045888399999995,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,Y,6/30/2016 3:16:44 PM,Northwest
3501,West Seattle Farmers Market,Seattle,King,Washington,98116,01/03/2016 to 12/18/2016,Sun: 10:00 AM-2:00 PM;,,,,,,,-122.38678300000001,47.561366,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,7/12/2016 6:51:13 PM,Northwest
3502,White Salmon Farmers' Market,White Salmon ,Klickitat,Washington,98672,07/01/2014 to 09/30/2014,Tue: 4:00 PM-7:00 PM;,,,,,,,-121.48401609999999,45.7271523,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,5/13/2014 1:01:41 PM,Northwest
3503,Whitehorse Farmers Market,Darrington,Snohomish,Washington,98241,04/15/2015 to 10/31/2015,Fri: 9:30 AM-4:30 PM;Sat: 9:30 AM-4:30 PM;Sun: 9:30 AM-4:30 PM;,,,,,,,-121.607954,48.254526,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,3/5/2015 2:22:30 PM,Northwest
3504,Winlock Saturday Market - Featuring Local Farmers & Artisans from our community.,Winlock ,Lewis,Washington,98596,,Sat: 10:00 AM-3:00 PM;,,,,,,,-122.93790700000001,46.492282,Y,N,N,N,N,-,N,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,6/21/2016 12:28:53 AM,Northwest
3505,Woodinville Farmers Market,Woodinville,King,Washington,98072,05/03/2014 to 09/27/2014,Sat: 10:00 AM-4:00 PM;,,,,,,,-122.16149899999999,47.75298,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,4/2/2014 2:30:49 PM,Northwest
3506,Yakima Farmers' Market,Yakima,Yakima,Washington,98901,05/12/2013 to 10/27/2013,Sun: 9:00 AM-2:00 PM;,,,,,,,-120.502725,46.602339,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/19/2013 11:39:42 PM,Northwest
3507,Yelm farmers market,Yelm ,Thurston,Washington,98597,05/28/2017 to 10/29/2017,Sun: 10:00 AM-3:00 PM;,,,,,,,-122.55989,46.932039,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,7/5/2017 5:46:37 PM,Northwest
3508,21st Street Farmers Market,Topeka,Shawnee,Kansas,66604,06/05/2015 to 10/30/2015,Fri: 7:30 AM-12:00 PM;,,,,,,,-95.71451400000001,39.028184,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,3/2/2015 10:46:33 AM,South
3509,9th and Grand Farmers Market,Salina,Saline,Kansas,67401,05/10/2016 to 09/27/2016,Tue: 4:00 PM-7:00 PM;,,,,,,,-97.6117504,38.8528359,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,5/28/2016 3:39:24 PM,South
3510,Abilene Farmers Market,Abilene,Dickinson,Kansas,67410,,,,,,,,,-97.2139,38.9153,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,South
3511,Allen County Farmers Market - Tuesday,Iola,Allen,Kansas,66749,,Tue: 1:30 PM-5:30 PM;,,,,,,,-95.409262,37.928693,Y,N,N,Y,Y,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/20/2017 1:54:44 PM,South
3512,Allen County Farmers' Market - Saturday,Humboldt,Allen,Kansas,66748,05/20/2017 to 09/30/2017,Sat: 8:30 AM-11:30 AM;,,,,,,,-95.435424,37.819004,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/20/2017 2:01:55 PM,South
3513,Allen County Farmers' Market - Thursday,Iola,Allen,Kansas,66749,04/13/2017 to 10/26/2017,Thu: 5:30 PM-7:00 PM;,,,,,,,-95.403438,37.921806,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,Y,6/20/2017 1:56:54 PM,South
3514,Anthony Farmers Market,Anthony,Harper,Kansas,67003,06/01/2013 to 10/01/2013,Sat: 7:30 AM-9:30 AM;,,,,,,,-98.038,37.1521,N,N,N,N,N,-,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/12/2013 11:49:22 AM,South
3515,Ark City Farm & Art Market,Arkansas City,Cowley,Kansas,67005,,,,,,,,,-97.0386,37.0609,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,South
3516,Arlington Farm and Art Market,Arlington ,Reno,Kansas,67514,06/01/2017 to 09/28/2017,Thu: 4:00 PM-7:00 PM;,,,,,,,-98.178852,37.896668,Y,N,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,Y,5/2/2017 2:12:42 PM,South
3517,Atchison Farmers Market,Atchison,Atchison,Kansas,66002,05/19/2018 to 10/27/2018,Wed: 2:30 PM-5:30 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-95.119878,39.560736999999996,Y,N,N,Y,Y,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,2/20/2018 6:26:33 PM,South
3518,Auburn Farmers Market,Auburn,Shawnee,Kansas,66402,04/29/2014 to 09/30/2014,Tue: 1:00 PM-6:00 PM;,,,,,,,-95.81573399999999,38.909597,N,N,N,N,N,-,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/7/2014 6:39:40 PM,South
3519,Baldwin City Farmers' Market,Baldwin City,Douglas,Kansas,66006,April to October,Sat:7:30 AM - 12:00 PM;,,,,,,,-95.188036,38.774763,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/17/2012 1:12:47 PM,South
3520,Belleville Farmer's Market,Belleville ,Republic,Kansas,66935,05/28/2016 to 09/24/2016,Sat: 8:00 AM-11:00 AM;,,,,,,,-97.63102099999999,39.823532,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,4/27/2016 4:01:02 PM,South
3521,Bonner Springs Farmers' Market,Bonner Springs ,Wyandotte,Kansas,66012,05/06/2017 to 10/28/2017,Sat: 8:00 AM-12:00 PM;,,,,,,,-94.88352900000001,39.055673,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,6/22/2017 3:49:26 PM,South
3522,Burlingame Farmers Market,Burlingame ,Osage,Kansas,66413,03/05/2015 to 10/29/2015,Thu: 4:00 PM-8:00 PM;,,,,,,,-95.835553,38.750494,Y,N,N,Y,Y,-,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/16/2015 6:27:34 PM,South
3523,Burlington Farmers Market,Burlington,Coffey,Kansas,66839,May to October,Fri:3:00 PM - 6:00 PM;,,,,,,,-95.73878,38.195209999999996,N,N,N,N,N,-,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/24/2012 2:13:15 PM,South
3524,Capitol Midweek Farmers Market,Topeka ,Shawnee,Kansas,66612,05/17/2017 to 10/18/2017,Wed: 7:30 AM-12:30 PM;,,,,,,,-95.677761,39.046813,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,1/12/2017 12:03:09 PM,South
3525,Chanute Farmers Market,Chanute,Neosho,Kansas,66720,04/20/2013 to 10/19/2013,Wed: 3:00 PM-6:00 PM;Sat: 8:00 AM-11:00 AM;,,,,,,,-95.45264,37.658606,N,N,N,Y,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3/14/2014 6:42:21 PM,South
3526,Cheney Farmers Market,Cheney,Sedgwick,Kansas,67025,05/25/2013 to 10/05/2013,Sat: 8:00 AM-11:00 AM;,,,,,,,-97.781571,37.62912,Y,N,N,Y,N,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/18/2013 11:55:25 AM,South
3527,Clay Center Farmers’,Frankfort,Marshall,Kansas,66427,,,,,,,,,-96.4167,39.7033,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 13 2010  1:27AM,South
3528,Clifton Farmers Market,Clifton,Washington,Kansas,66937,,,,,,,,,-97.2925,39.5684,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 13 2010  1:11AM,South
3529,Clyde Farmers Market,Clyde,Cloud,Kansas,66938,,,,,,,,,-97.398,39.5912,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 13 2010  1:08AM,South
3530,Coffeyville Farmers Market,Coffeyville,Montgomery,Kansas,67337,,,,,,,,,-95.6159,37.036,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 20 2010  4:05PM,South
3531,Columbus Kansas Farmers Market,Columbus,Cherokee,Kansas,66725,06/07/2018 to 10/25/2018,Thu: 4:00 PM-7:00 PM;,,,,,,,-94.831459,37.171861,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,7/31/2018 11:02:54 AM,South
3532,Concordia Farmers Market,Concordia,,Kansas,66901,,,,,,,,,-97.661,39.5665,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,South
3533,Concordia Farmers’,Belleville,Republic,Kansas,66935,,,,,,,,,-97.6304,39.8236,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 13 2010  1:18AM,South
3534,Cottin's Hardware Farmers Market,Lawrence,Douglas,Kansas,66044,05/04/2017 to 09/28/2017,Thu: 4:00 PM-6:30 PM;,10/05/2017 to 04/26/2018,Thu: 4:00 PM-6:00 PM;,,,,,-95.2352,38.95063,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,6/22/2017 4:17:18 PM,South
3535,Delano Community Farmers Market,Delano,Sedgwick,Kansas,67213,05/07/2014 to 10/29/2014,Wed: 5:00 PM-7:00 PM;,,,,,,,-97.346623,37.68166,Y,N,N,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,4/14/2014 1:27:44 PM,South
3536,Dodge City Farmers Market,Dodge City,Ford,Kansas,67801,,,,,,,,,-100.02,37.7581,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,South
3537,Downtown Hays Market ,Hays,,Kansas,67601,,,,,,,,,-99.3309,38.8718,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,South
3538,Downtown Manhattan Farmers Market Inc. I,Manhattan,Riley,Kansas,66502,,,,,,,,,-96.5635,39.1806,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 12 2010  7:30PM,South
3539,Downtown Manhattan Farmers Market Inc. II,Manhattan,Riley,Kansas,66503,,,,,,,,,-96.6197,39.2015,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,South
3540,Downtown McPherson Farmers Market,McPherson,McPherson,Kansas,67460,05/30/2015 to 10/31/2015,Thu: 3:00 PM-7:00 PM;,,,,,,,-97.66445999999999,38.37133,Y,N,N,Y,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,4/15/2015 5:21:53 PM,South
3541,"Downtown Topeka Farmers Market, Inc.","Topeka, Ks.",Shawnee,Kansas,66618,04/08/2017 to 11/04/2017,Sat: 7:00 AM-12:00 PM;,04/08/2017 to 11/04/2017,Sat: 7:00 AM-12:00 PM;,,,,,-95.71113199999999,39.05538,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,6/22/2017 1:13:46 AM,South
3542,Doyle Valley Farmers Market,Peabody,Marion,Kansas,66866,,,,,,,,,-97.10646,38.16422,N,N,N,Y,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,6/27/2013 4:30:37 PM,South
3543,El Dorado Farmers' Market,El Dorado,Butler County,Kansas,67042,,,,,,,,,-96.8495,37.8319,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,South
3544,Emporia Farmers Market,Emporia,Lyon,Kansas,66801,05/02/2015 to 10/31/2015,Sat: 8:00 AM-11:00 AM;,06/03/2015 to 10/28/2015,Wed: 5:00 PM-7:00 PM;,11/07/2015 to 04/16/2016,Sat: 10:00 AM-12:00 PM;,,,-96.18123299999999,38.406766999999995,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,3/24/2015 4:18:37 PM,South
3545,Eudora Farmers Market,Eudora,Douglas,Kansas,66025,06/06/2017 to 10/31/2017,Tue: 4:00 PM-6:30 PM;,,,,,,,-95.0959667,38.935738,Y,N,N,Y,N,N,Y,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/27/2017 1:30:17 PM,South
3546,Eudora's Market On Main,Eudora,Douglas,Kansas,66025,01/01/2015 to 12/31/2015,Sat: 9:00 AM-12:00 PM;,,,,,,,-95.0985747,38.9457966,Y,N,N,Y,Y,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,3/18/2015 3:28:58 PM,South
3547,Farmers Market in Liberal KS,Liberal,Seward,Kansas,67901,05/30/2015 to 10/17/2015,Sat: 8:00 AM-12:00 PM;,,,,,,,-100.921124,37.052506,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,Y,6/20/2015 1:14:59 AM,South
3548,Farmers Market Inc. in Historic Downtown Independence,Independence,Montgomery,Kansas,67301,May to October,Sat:7:30 am - 10:30 am;,,,,,,,-95.70700000000001,37.2243,N,N,N,N,N,-,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,4/19/2011 10:33:28 AM,South
3549,Fort Scott Farmers Market,Fort Scott,Bourbon,Kansas,66701,05/01/2012 to 10/31/2012,Tue: 4:00 PM-6:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-94.704948,37.842394,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,4/1/2014 8:13:15 AM,South
3550,Four Corners Farmers' Market,Scranton,Osage County,Kansas,66537,,,,,,,,,-95.6878,38.7817,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,South
3551,Fresh Promises Farmers Market,De Soto,Johnson,Kansas,66018,06/05/2013 to 09/25/2013,Wed: 4:30 PM-6:30 PM;,,,,,,,-94.95585799999999,38.961446,N,N,N,N,N,-,Y,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,6/12/2013 10:51:49 AM,South
3552,Garden City Farmers Market,Garden City,Finney,Kansas,67846,06/02/2018 to 09/29/2018,Sat: 7:00 AM-12:00 PM;,,,,,,,-100.8532074,37.977253600000004,Y,N,N,Y,N,-,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,2/27/2018 5:39:30 PM,South
